X,Y,Z
31,41,76
31,41,75
31,41,74
31,41,73
31,41,72
31,41,71
31,41,70
31,41,69
31,41,68
31,41,67
31,41,66
31,41,65
31,41,64
31,41,63
31,41,62
31,41,61
31,41,60
31,41,59
31,41,58
31,41,57
31,41,56
31,41,55
31,41,54
31,41,53
31,41,52
31,41,51
31,41,50
31,41,49
31,41,48
31,41,47
31,41,46
31,41,45
31,41,44
31,41,43
31,41,42
31,41,41
31,41,40
31,41,39
31,41,38
31,41,37
31,41,36
31,41,35
31,41,34
31,41,33
31,41,32
31,41,31
31,41,30
31,41,29
31,41,28
31,41,27
31,41,26
31,41,25
31,41,24
31,41,23
31,41,22
31,41,21
31,41,20
31,41,19
31,41,18
31,41,17
31,41,16
31,41,15
31,41,14
31,41,13
31,41,12
31,41,11
31,41,10
31,41,9
31,41,8
31,41,7
31,41,6
31,41,5
31,41,4
31,41,3
31,42,109
31,42,108
31,42,107
31,42,106
31,42,105
31,42,104
31,42,103
31,42,102
31,42,101
31,42,100
31,42,99
31,42,98
31,42,97
31,42,96
31,42,95
31,42,94
31,42,93
31,42,92
31,42,91
31,42,90
31,42,89
31,42,88
31,42,87
31,42,86
31,42,85
31,42,84
31,42,83
31,42,82
31,42,81
31,42,80
31,42,79
31,42,78
31,42,77
31,42,76
31,42,75
31,42,74
31,42,73
31,42,72
31,42,71
31,42,70
31,42,69
31,42,68
31,42,67
31,42,66
31,42,65
31,42,64
31,42,63
31,42,62
31,42,61
31,42,60
31,42,59
31,42,58
31,42,57
31,42,56
31,42,55
31,42,54
31,42,53
31,42,52
31,42,51
31,42,50
31,42,49
31,42,48
31,42,47
31,42,46
31,42,45
31,42,44
31,42,43
31,42,42
31,42,41
31,42,40
31,42,39
31,42,38
31,42,37
31,42,36
31,42,35
31,42,34
31,42,33
31,42,32
31,42,31
31,42,30
31,42,29
31,42,28
31,42,27
31,42,26
31,42,25
31,42,24
31,42,23
31,42,22
31,42,21
31,42,20
31,42,19
31,42,18
31,42,17
31,42,16
31,42,15
31,42,14
31,42,13
31,42,12
31,42,11
31,42,10
31,42,9
31,42,8
31,42,7
31,42,6
31,42,5
31,42,4
31,42,3
31,43,109
31,43,108
31,43,107
31,43,106
31,43,105
31,43,104
31,43,103
31,43,102
31,43,101
31,43,100
31,43,99
31,43,98
31,43,97
31,43,96
31,43,95
31,43,94
31,43,93
31,43,92
31,43,91
31,43,90
31,43,89
31,43,88
31,43,87
31,43,86
31,43,85
31,43,84
31,43,83
31,43,82
31,43,81
31,43,80
31,43,79
31,43,78
31,43,77
31,43,76
31,43,75
31,43,74
31,43,73
31,43,72
31,43,71
31,43,70
31,43,69
31,43,68
31,43,67
31,43,66
31,43,65
31,43,64
31,43,63
31,43,62
31,43,61
31,43,60
31,43,59
31,43,58
31,43,57
31,43,56
31,43,55
31,43,54
31,43,53
31,43,52
31,43,51
31,43,50
31,43,49
31,43,48
31,43,47
31,43,46
31,43,45
31,43,44
31,43,43
31,43,42
31,43,41
31,43,40
31,43,39
31,43,38
31,43,37
31,43,36
31,43,35
31,43,34
31,43,33
31,43,32
31,43,31
31,43,30
31,43,29
31,43,28
31,43,27
31,43,26
31,43,25
31,43,24
31,43,23
31,43,22
31,43,21
31,43,20
31,43,19
31,43,18
31,43,17
31,43,16
31,43,15
31,43,14
31,43,13
31,43,12
31,43,11
31,43,10
31,43,9
31,43,8
31,43,7
31,43,6
31,43,5
31,43,4
31,43,3
31,44,109
31,44,108
31,44,107
31,44,106
31,44,105
31,44,104
31,44,103
31,44,102
31,44,101
31,44,100
31,44,99
31,44,98
31,44,97
31,44,96
31,44,95
31,44,94
31,44,93
31,44,92
31,44,91
31,44,90
31,44,89
31,44,88
31,44,87
31,44,86
31,44,85
31,44,84
31,44,83
31,44,82
31,44,81
31,44,80
31,44,79
31,44,78
31,44,77
31,44,76
31,44,75
31,44,74
31,44,73
31,44,72
31,44,71
31,44,70
31,44,69
31,44,68
31,44,67
31,44,66
31,44,65
31,44,64
31,44,63
31,44,62
31,44,61
31,44,60
31,44,59
31,44,58
31,44,57
31,44,56
31,44,55
31,44,54
31,44,53
31,44,52
31,44,51
31,44,50
31,44,49
31,44,48
31,44,47
31,44,46
31,44,45
31,44,44
31,44,43
31,44,42
31,44,41
31,44,40
31,44,39
31,44,38
31,44,37
31,44,36
31,44,35
31,44,34
31,44,33
31,44,32
31,44,31
31,44,30
31,44,29
31,44,28
31,44,27
31,44,26
31,44,25
31,44,24
31,44,23
31,44,22
31,44,21
31,44,20
31,44,19
31,44,18
31,44,17
31,44,16
31,44,15
31,44,14
31,44,13
31,44,12
31,44,11
31,44,10
31,44,9
31,44,8
31,44,7
31,44,6
31,44,5
31,44,4
31,44,3
31,45,109
31,45,108
31,45,107
31,45,106
31,45,105
31,45,104
31,45,103
31,45,102
31,45,101
31,45,100
31,45,99
31,45,98
31,45,97
31,45,96
31,45,95
31,45,94
31,45,93
31,45,92
31,45,91
31,45,90
31,45,89
31,45,88
31,45,87
31,45,86
31,45,85
31,45,84
31,45,83
31,45,82
31,45,81
31,45,80
31,45,79
31,45,78
31,45,77
31,45,76
31,45,75
31,45,74
31,45,73
31,45,72
31,45,71
31,45,70
31,45,69
31,45,68
31,45,67
31,45,66
31,45,65
31,45,64
31,45,63
31,45,62
31,45,61
31,45,60
31,45,59
31,45,58
31,45,57
31,45,56
31,45,55
31,45,54
31,45,53
31,45,52
31,45,51
31,45,50
31,45,49
31,45,48
31,45,47
31,45,46
31,45,45
31,45,44
31,45,43
31,45,42
31,45,41
31,45,40
31,45,39
31,45,38
31,45,37
31,45,36
31,45,35
31,45,34
31,45,33
31,45,32
31,45,31
31,45,30
31,45,29
31,45,28
31,45,27
31,45,26
31,45,25
31,45,24
31,45,23
31,45,22
31,45,21
31,45,20
31,45,19
31,45,18
31,45,17
31,45,16
31,45,15
31,45,14
31,45,13
31,45,12
31,45,11
31,45,10
31,45,9
31,45,8
31,45,7
31,45,6
31,45,5
31,45,4
31,45,3
31,46,109
31,46,108
31,46,107
31,46,106
31,46,105
31,46,104
31,46,103
31,46,102
31,46,101
31,46,100
31,46,99
31,46,98
31,46,97
31,46,96
31,46,95
31,46,94
31,46,93
31,46,92
31,46,91
31,46,90
31,46,89
31,46,88
31,46,87
31,46,86
31,46,85
31,46,84
31,46,83
31,46,82
31,46,81
31,46,80
31,46,79
31,46,78
31,46,77
31,46,76
31,46,75
31,46,74
31,46,73
31,46,72
31,46,71
31,46,70
31,46,69
31,46,68
31,46,67
31,46,66
31,46,65
31,46,64
31,46,63
31,46,62
31,46,61
31,46,60
31,46,59
31,46,58
31,46,57
31,46,56
31,46,55
31,46,54
31,46,53
31,46,52
31,46,51
31,46,50
31,46,49
31,46,48
31,46,47
31,46,46
31,46,45
31,46,44
31,46,43
31,46,42
31,46,41
31,46,40
31,46,39
31,46,38
31,46,37
31,46,36
31,46,35
31,46,34
31,46,33
31,46,32
31,46,31
31,46,30
31,46,29
31,46,28
31,46,27
31,46,26
31,46,25
31,46,24
31,46,23
31,46,22
31,46,21
31,46,20
31,46,19
31,46,18
31,46,17
31,46,16
31,46,15
31,46,14
31,46,13
31,46,12
31,46,11
31,46,10
31,46,9
31,46,8
31,46,7
31,46,6
31,46,5
31,46,4
31,46,3
31,47,109
31,47,108
31,47,107
31,47,106
31,47,105
31,47,104
31,47,103
31,47,102
31,47,101
31,47,100
31,47,99
31,47,98
31,47,97
31,47,96
31,47,95
31,47,94
31,47,93
31,47,92
31,47,91
31,47,90
31,47,89
31,47,88
31,47,87
31,47,86
31,47,85
31,47,84
31,47,83
31,47,82
31,47,81
31,47,80
31,47,79
31,47,78
31,47,77
31,47,76
31,47,75
31,47,74
31,47,73
31,47,72
31,47,71
31,47,70
31,47,69
31,47,68
31,47,67
31,47,66
31,47,65
31,47,64
31,47,63
31,47,62
31,47,61
31,47,60
31,47,59
31,47,58
31,47,57
31,47,56
31,47,55
31,47,54
31,47,53
31,47,52
31,47,51
31,47,50
31,47,49
31,47,48
31,47,47
31,47,46
31,47,45
31,47,44
31,47,43
31,47,42
31,47,41
31,47,40
31,47,39
31,47,38
31,47,37
31,47,36
31,47,35
31,47,34
31,47,33
31,47,32
31,47,31
31,47,30
31,47,29
31,47,28
31,47,27
31,47,26
31,47,25
31,47,24
31,47,23
31,47,22
31,47,21
31,47,20
31,47,19
31,47,18
31,47,17
31,47,16
31,47,15
31,47,14
31,47,13
31,47,12
31,47,11
31,47,10
31,47,9
31,47,8
31,47,7
31,47,6
31,47,5
31,47,4
31,47,3
31,48,109
31,48,108
31,48,107
31,48,106
31,48,105
31,48,104
31,48,103
31,48,102
31,48,101
31,48,100
31,48,99
31,48,98
31,48,97
31,48,96
31,48,95
31,48,94
31,48,93
31,48,92
31,48,91
31,48,90
31,48,89
31,48,88
31,48,87
31,48,86
31,48,85
31,48,84
31,48,83
31,48,82
31,48,81
31,48,80
31,48,79
31,48,78
31,48,77
31,48,76
31,48,75
31,48,74
31,48,73
31,48,72
31,48,71
31,48,70
31,48,69
31,48,68
31,48,67
31,48,66
31,48,65
31,48,64
31,48,63
31,48,62
31,48,61
31,48,60
31,48,59
31,48,58
31,48,57
31,48,56
31,48,55
31,48,54
31,48,53
31,48,52
31,48,51
31,48,50
31,48,49
31,48,48
31,48,47
31,48,46
31,48,45
31,48,44
31,48,43
31,48,42
31,48,41
31,48,40
31,48,39
31,48,38
31,48,37
31,48,36
31,48,35
31,48,34
31,48,33
31,48,32
31,48,31
31,48,30
31,48,29
31,48,28
31,48,27
31,48,26
31,48,25
31,48,24
31,48,23
31,48,22
31,48,21
31,48,20
31,48,19
31,48,18
31,48,17
31,48,16
31,48,15
31,48,14
31,48,13
31,48,12
31,48,11
31,48,10
31,48,9
31,48,8
31,48,7
31,48,6
31,48,5
31,48,4
31,48,3
31,49,109
31,49,108
31,49,107
31,49,106
31,49,105
31,49,104
31,49,103
31,49,102
31,49,101
31,49,100
31,49,99
31,49,98
31,49,97
31,49,96
31,49,95
31,49,94
31,49,93
31,49,92
31,49,91
31,49,90
31,49,89
31,49,88
31,49,87
31,49,86
31,49,85
31,49,84
31,49,83
31,49,82
31,49,81
31,49,80
31,49,79
31,49,78
31,49,77
31,49,76
31,49,75
31,49,74
31,49,73
31,49,72
31,49,71
31,49,70
31,49,69
31,49,68
31,49,67
31,49,66
31,49,65
31,49,64
31,49,63
31,49,62
31,49,61
31,49,60
31,49,59
31,49,58
31,49,57
31,49,56
31,49,55
31,49,54
31,49,53
31,49,52
31,49,51
31,49,50
31,49,49
31,49,48
31,49,47
31,49,46
31,49,45
31,49,44
31,49,43
31,49,42
31,49,41
31,49,40
31,49,39
31,49,38
31,49,37
31,49,36
31,49,35
31,49,34
31,49,33
31,49,32
31,49,31
31,49,30
31,49,29
31,49,28
31,49,27
31,49,26
31,49,25
31,49,24
31,49,23
31,49,22
31,49,21
31,49,20
31,49,19
31,49,18
31,49,17
31,49,16
31,49,15
31,49,14
31,49,13
31,49,12
31,49,11
31,49,10
31,49,9
31,49,8
31,49,7
31,49,6
31,49,5
31,49,4
31,49,3
31,50,109
31,50,108
31,50,107
31,50,106
31,50,105
31,50,104
31,50,103
31,50,102
31,50,101
31,50,100
31,50,99
31,50,98
31,50,97
31,50,96
31,50,95
31,50,94
31,50,93
31,50,92
31,50,91
31,50,90
31,50,89
31,50,88
31,50,87
31,50,86
31,50,85
31,50,84
31,50,83
31,50,82
31,50,81
31,50,80
31,50,79
31,50,78
31,50,77
31,50,76
31,50,75
31,50,74
31,50,73
31,50,72
31,50,71
31,50,70
31,50,69
31,50,68
31,50,67
31,50,66
31,50,65
31,50,64
31,50,63
31,50,62
31,50,61
31,50,60
31,50,59
31,50,58
31,50,57
31,50,56
31,50,55
31,50,54
31,50,53
31,50,52
31,50,51
31,50,50
31,50,49
31,50,48
31,50,47
31,50,46
31,50,45
31,50,44
31,50,43
31,50,42
31,50,41
31,50,40
31,50,39
31,50,38
31,50,37
31,50,36
31,50,35
31,50,34
31,50,33
31,50,32
31,50,31
31,50,30
31,50,29
31,50,28
31,50,27
31,50,26
31,50,25
31,50,24
31,50,23
31,50,22
31,50,21
31,50,20
31,50,19
31,50,18
31,50,17
31,50,16
31,50,15
31,50,14
31,50,13
31,50,12
31,50,11
31,50,10
31,50,9
31,50,8
31,50,7
31,50,6
31,50,5
31,50,4
31,50,3
31,51,109
31,51,108
31,51,107
31,51,106
31,51,105
31,51,104
31,51,103
31,51,102
31,51,101
31,51,100
31,51,99
31,51,98
31,51,97
31,51,96
31,51,95
31,51,94
31,51,93
31,51,92
31,51,91
31,51,90
31,51,89
31,51,88
31,51,87
31,51,86
31,51,85
31,51,84
31,51,83
31,51,82
31,51,81
31,51,80
31,51,79
31,51,78
31,51,77
31,51,76
31,51,75
31,51,74
31,51,73
31,51,72
31,51,71
31,51,70
31,51,69
31,51,68
31,51,67
31,51,66
31,51,65
31,51,64
31,51,63
31,51,62
31,51,61
31,51,60
31,51,59
31,51,58
31,51,57
31,51,56
31,51,55
31,51,54
31,51,53
31,51,52
31,51,51
31,51,50
31,51,49
31,51,48
31,51,47
31,51,46
31,51,45
31,51,44
31,51,43
31,51,42
31,51,41
31,51,40
31,51,39
31,51,38
31,51,37
31,51,36
31,51,35
31,51,34
31,51,33
31,51,32
31,51,31
31,51,30
31,51,29
31,51,28
31,51,27
31,51,26
31,51,25
31,51,24
31,51,23
31,51,22
31,51,21
31,51,20
31,51,19
31,51,18
31,51,17
31,51,16
31,51,15
31,51,14
31,51,13
31,51,12
31,51,11
31,51,10
31,51,9
31,51,8
31,51,7
31,51,6
31,51,5
31,51,4
31,51,3
31,52,109
31,52,108
31,52,107
31,52,106
31,52,105
31,52,104
31,52,103
31,52,102
31,52,101
31,52,100
31,52,99
31,52,98
31,52,97
31,52,96
31,52,95
31,52,94
31,52,93
31,52,92
31,52,91
31,52,90
31,52,89
31,52,88
31,52,87
31,52,86
31,52,85
31,52,84
31,52,83
31,52,82
31,52,81
31,52,80
31,52,79
31,52,78
31,52,77
31,52,76
31,52,75
31,52,74
31,52,73
31,52,72
31,52,71
31,52,70
31,52,69
31,52,68
31,52,67
31,52,66
31,52,65
31,52,64
31,52,63
31,52,62
31,52,61
31,52,60
31,52,59
31,52,58
31,52,57
31,52,56
31,52,55
31,52,54
31,52,53
31,52,52
31,52,51
31,52,50
31,52,49
31,52,48
31,52,47
31,52,46
31,52,45
31,52,44
31,52,43
31,52,42
31,52,41
31,52,40
31,52,39
31,52,38
31,52,37
31,52,36
31,52,35
31,52,34
31,52,33
31,52,32
31,52,31
31,52,30
31,52,29
31,52,28
31,52,27
31,52,26
31,52,25
31,52,24
31,52,23
31,52,22
31,52,21
31,52,20
31,52,19
31,52,18
31,52,17
31,52,16
31,52,15
31,52,14
31,52,13
31,52,12
31,52,11
31,52,10
31,52,9
31,52,8
31,52,7
31,52,6
31,52,5
31,52,4
31,52,3
31,53,109
31,53,108
31,53,107
31,53,106
31,53,105
31,53,104
31,53,103
31,53,102
31,53,101
31,53,100
31,53,99
31,53,98
31,53,97
31,53,96
31,53,95
31,53,94
31,53,93
31,53,92
31,53,91
31,53,90
31,53,89
31,53,88
31,53,87
31,53,86
31,53,85
31,53,84
31,53,83
31,53,82
31,53,81
31,53,80
31,53,79
31,53,78
31,53,77
31,53,76
31,53,75
31,53,74
31,53,73
31,53,72
31,53,71
31,53,70
31,53,69
31,53,68
31,53,67
31,53,66
31,53,65
31,53,64
31,53,63
31,53,62
31,53,61
31,53,60
31,53,59
31,53,58
31,53,57
31,53,56
31,53,55
31,53,54
31,53,53
31,53,52
31,53,51
31,53,50
31,53,49
31,53,48
31,53,47
31,53,46
31,53,45
31,53,44
31,53,43
31,53,42
31,53,41
31,53,40
31,53,39
31,53,38
31,53,37
31,53,36
31,53,35
31,53,34
31,53,33
31,53,32
31,53,31
31,53,30
31,53,29
31,53,28
31,53,27
31,53,26
31,53,25
31,53,24
31,53,23
31,53,22
31,53,21
31,53,20
31,53,19
31,53,18
31,53,17
31,53,16
31,53,15
31,53,14
31,53,13
31,53,12
31,53,11
31,53,10
31,53,9
31,53,8
31,53,7
31,53,6
31,53,5
31,53,4
31,53,3
31,54,109
31,54,108
31,54,107
31,54,106
31,54,105
31,54,104
31,54,103
31,54,102
31,54,101
31,54,100
31,54,99
31,54,98
31,54,97
31,54,96
31,54,95
31,54,94
31,54,93
31,54,92
31,54,91
31,54,90
31,54,89
31,54,88
31,54,87
31,54,86
31,54,85
31,54,84
31,54,83
31,54,82
31,54,81
31,54,80
31,54,79
31,54,78
31,54,77
31,54,76
31,54,75
31,54,74
31,54,73
31,54,72
31,54,71
31,54,70
31,54,69
31,54,68
31,54,67
31,54,66
31,54,65
31,54,64
31,54,63
31,54,62
31,54,61
31,54,60
31,54,59
31,54,58
31,54,57
31,54,56
31,54,55
31,54,54
31,54,53
31,54,52
31,54,51
31,54,50
31,54,49
31,54,48
31,54,47
31,54,46
31,54,45
31,54,44
31,54,43
31,54,42
31,54,41
31,54,40
31,54,39
31,54,38
31,54,37
31,54,36
31,54,35
31,54,34
31,54,33
31,54,32
31,54,31
31,54,30
31,54,29
31,54,28
31,54,27
31,54,26
31,54,25
31,54,24
31,54,23
31,54,22
31,54,21
31,54,20
31,54,19
31,54,18
31,54,17
31,54,16
31,54,15
31,54,14
31,54,13
31,54,12
31,54,11
31,54,10
31,54,9
31,54,8
31,54,7
31,54,6
31,54,5
31,54,4
31,55,109
31,55,108
31,55,107
31,55,106
31,55,105
31,55,104
31,55,103
31,55,102
31,55,100
31,55,99
31,55,98
31,55,97
31,55,96
31,55,95
31,55,94
31,55,93
31,55,92
31,55,91
31,55,90
31,55,88
31,55,87
31,55,86
31,55,85
31,55,84
31,55,83
31,55,82
31,55,81
31,55,80
31,55,79
31,55,78
31,55,76
31,55,75
31,55,74
31,55,73
31,55,72
31,55,71
31,55,70
31,55,69
31,55,68
31,55,67
31,55,66
31,55,63
31,55,62
31,55,61
31,55,60
31,55,59
31,55,58
31,55,57
31,55,56
31,55,55
31,55,54
31,55,51
31,55,50
31,55,49
31,55,48
31,55,47
31,55,46
31,55,45
31,55,44
31,55,43
31,55,42
31,55,39
31,55,38
31,55,37
31,55,36
31,55,35
31,55,34
31,55,33
31,55,32
31,55,31
31,55,30
31,55,27
31,55,26
31,55,25
31,55,24
31,55,23
31,55,22
31,55,21
31,55,20
31,55,19
31,55,18
31,55,17
31,55,15
31,55,14
31,55,13
31,55,12
31,55,11
31,55,10
31,55,9
31,55,8
31,55,7
31,55,6
31,55,5
31,56,109
31,56,108
31,56,107
31,56,106
31,56,105
31,56,104
31,56,103
31,56,99
31,56,98
31,56,97
31,56,96
31,56,95
31,56,94
31,56,93
31,56,92
31,56,91
31,56,87
31,56,86
31,56,85
31,56,84
31,56,83
31,56,82
31,56,81
31,56,80
31,56,79
31,56,75
31,56,74
31,56,73
31,56,72
31,56,71
31,56,70
31,56,69
31,56,68
31,56,67
31,56,63
31,56,62
31,56,61
31,56,60
31,56,59
31,56,58
31,56,57
31,56,56
31,56,55
31,56,50
31,56,49
31,56,48
31,56,47
31,56,46
31,56,45
31,56,44
31,56,43
31,56,42
31,56,38
31,56,37
31,56,36
31,56,35
31,56,34
31,56,33
31,56,32
31,56,31
31,56,30
31,56,26
31,56,25
31,56,24
31,56,23
31,56,22
31,56,21
31,56,20
31,56,19
31,56,18
31,56,14
31,56,13
31,56,12
31,56,11
31,56,10
31,56,9
31,56,8
31,56,7
31,56,6
31,57,109
31,57,108
31,57,107
31,57,106
31,57,105
31,57,104
31,57,99
31,57,98
31,57,97
31,57,96
31,57,95
31,57,94
31,57,93
31,57,92
31,57,86
31,57,85
31,57,84
31,57,83
31,57,82
31,57,81
31,57,80
31,57,79
31,57,74
31,57,73
31,57,72
31,57,71
31,57,70
31,57,69
31,57,68
31,57,67
31,57,62
31,57,61
31,57,60
31,57,59
31,57,58
31,57,57
31,57,56
31,57,55
31,57,50
31,57,49
31,57,48
31,57,47
31,57,46
31,57,45
31,57,44
31,57,43
31,57,38
31,57,37
31,57,36
31,57,35
31,57,34
31,57,33
31,57,32
31,57,31
31,57,26
31,57,25
31,57,24
31,57,23
31,57,22
31,57,21
31,57,20
31,57,19
31,57,13
31,57,12
31,57,11
31,57,10
31,57,9
31,57,8
31,57,7
31,58,109
31,58,108
31,58,107
31,58,106
31,58,105
31,58,104
31,58,98
31,58,97
31,58,96
31,58,95
31,58,94
31,58,93
31,58,92
31,58,86
31,58,85
31,58,84
31,58,83
31,58,82
31,58,81
31,58,80
31,58,74
31,58,73
31,58,72
31,58,71
31,58,70
31,58,69
31,58,68
31,58,61
31,58,60
31,58,59
31,58,58
31,58,57
31,58,56
31,58,49
31,58,48
31,58,47
31,58,46
31,58,45
31,58,44
31,58,37
31,58,36
31,58,35
31,58,34
31,58,33
31,58,32
31,58,31
31,58,25
31,58,24
31,58,23
31,58,22
31,58,21
31,58,20
31,58,19
31,58,13
31,58,12
31,58,11
31,58,10
31,58,9
31,58,8
31,59,109
31,59,108
31,59,107
31,59,106
31,59,105
31,59,97
31,59,96
31,59,95
31,59,94
31,59,93
31,59,85
31,59,84
31,59,83
31,59,82
31,59,81
31,59,73
31,59,72
31,59,71
31,59,70
31,59,69
31,59,68
31,59,61
31,59,60
31,59,59
31,59,58
31,59,57
31,59,56
31,59,49
31,59,48
31,59,47
31,59,46
31,59,45
31,59,44
31,59,37
31,59,36
31,59,35
31,59,34
31,59,33
31,59,32
31,59,24
31,59,23
31,59,22
31,59,21
31,59,20
31,59,12
31,59,11
31,59,10
31,59,9
31,60,109
31,60,108
31,60,107
31,60,106
31,60,97
31,60,96
31,60,95
31,60,94
31,60,93
31,60,85
31,60,84
31,60,83
31,60,82
31,60,81
31,60,72
31,60,71
31,60,70
31,60,69
31,60,60
31,60,59
31,60,58
31,60,57
31,60,48
31,60,47
31,60,46
31,60,45
31,60,36
31,60,35
31,60,34
31,60,33
31,60,24
31,60,23
31,60,22
31,60,21
31,60,20
31,60,12
31,60,11
31,60,10
31,61,108
31,61,107
31,61,106
31,61,96
31,61,95
31,61,94
31,61,84
31,61,83
31,61,82
31,61,72
31,61,71
31,61,70
31,61,60
31,61,59
31,61,58
31,61,57
31,61,48
31,61,47
31,61,46
31,61,45
31,61,35
31,61,34
31,61,33
31,61,23
31,61,22
31,61,21
31,61,11
31,62,108
31,62,107
31,62,95
31,62,83
31,62,71
31,62,70
31,62,59
31,62,58
31,62,47
31,62,46
31,62,35
31,62,34
31,62,22
30,1,101
30,1,89
30,1,77
30,1,76
30,1,65
30,1,64
30,1,53
30,1,52
30,1,41
30,1,40
30,1,28
30,1,16
30,2,102
30,2,101
30,2,100
30,2,90
30,2,89
30,2,88
30,2,78
30,2,77
30,2,76
30,2,66
30,2,65
30,2,64
30,2,63
30,2,53
30,2,52
30,2,51
30,2,41
30,2,40
30,2,39
30,2,29
30,2,28
30,2,27
30,2,17
30,2,16
30,2,15
30,3,103
30,3,102
30,3,101
30,3,100
30,3,99
30,3,91
30,3,90
30,3,89
30,3,88
30,3,87
30,3,78
30,3,77
30,3,76
30,3,75
30,3,66
30,3,65
30,3,64
30,3,63
30,3,54
30,3,53
30,3,52
30,3,51
30,3,42
30,3,41
30,3,40
30,3,39
30,3,30
30,3,29
30,3,28
30,3,27
30,3,26
30,3,18
30,3,17
30,3,16
30,3,15
30,3,14
30,4,103
30,4,102
30,4,101
30,4,100
30,4,99
30,4,91
30,4,90
30,4,89
30,4,88
30,4,87
30,4,79
30,4,78
30,4,77
30,4,76
30,4,75
30,4,74
30,4,67
30,4,66
30,4,65
30,4,64
30,4,63
30,4,62
30,4,55
30,4,54
30,4,53
30,4,52
30,4,51
30,4,50
30,4,42
30,4,41
30,4,40
30,4,39
30,4,38
30,4,30
30,4,29
30,4,28
30,4,27
30,4,26
30,4,18
30,4,17
30,4,16
30,4,15
30,4,14
30,5,104
30,5,103
30,5,102
30,5,101
30,5,100
30,5,99
30,5,98
30,5,92
30,5,91
30,5,90
30,5,89
30,5,88
30,5,87
30,5,86
30,5,80
30,5,79
30,5,78
30,5,77
30,5,76
30,5,75
30,5,74
30,5,67
30,5,66
30,5,65
30,5,64
30,5,63
30,5,62
30,5,55
30,5,54
30,5,53
30,5,52
30,5,51
30,5,50
30,5,43
30,5,42
30,5,41
30,5,40
30,5,39
30,5,38
30,5,37
30,5,31
30,5,30
30,5,29
30,5,28
30,5,27
30,5,26
30,5,25
30,5,19
30,5,18
30,5,17
30,5,16
30,5,15
30,5,14
30,5,13
30,6,104
30,6,103
30,6,102
30,6,101
30,6,100
30,6,99
30,6,98
30,6,92
30,6,91
30,6,90
30,6,89
30,6,88
30,6,87
30,6,86
30,6,85
30,6,80
30,6,79
30,6,78
30,6,77
30,6,76
30,6,75
30,6,74
30,6,73
30,6,68
30,6,67
30,6,66
30,6,65
30,6,64
30,6,63
30,6,62
30,6,61
30,6,56
30,6,55
30,6,54
30,6,53
30,6,52
30,6,51
30,6,50
30,6,49
30,6,44
30,6,43
30,6,42
30,6,41
30,6,40
30,6,39
30,6,38
30,6,37
30,6,31
30,6,30
30,6,29
30,6,28
30,6,27
30,6,26
30,6,25
30,6,19
30,6,18
30,6,17
30,6,16
30,6,15
30,6,14
30,6,13
30,6,7
30,7,109
30,7,105
30,7,104
30,7,103
30,7,102
30,7,101
30,7,100
30,7,99
30,7,98
30,7,97
30,7,93
30,7,92
30,7,91
30,7,90
30,7,89
30,7,88
30,7,87
30,7,86
30,7,85
30,7,81
30,7,80
30,7,79
30,7,78
30,7,77
30,7,76
30,7,75
30,7,74
30,7,73
30,7,69
30,7,68
30,7,67
30,7,66
30,7,65
30,7,64
30,7,63
30,7,62
30,7,61
30,7,56
30,7,55
30,7,54
30,7,53
30,7,52
30,7,51
30,7,50
30,7,49
30,7,48
30,7,44
30,7,43
30,7,42
30,7,41
30,7,40
30,7,39
30,7,38
30,7,37
30,7,36
30,7,32
30,7,31
30,7,30
30,7,29
30,7,28
30,7,27
30,7,26
30,7,25
30,7,24
30,7,20
30,7,19
30,7,18
30,7,17
30,7,16
30,7,15
30,7,14
30,7,13
30,7,12
30,7,8
30,7,7
30,7,6
30,8,109
30,8,106
30,8,105
30,8,104
30,8,103
30,8,102
30,8,101
30,8,100
30,8,99
30,8,98
30,8,97
30,8,96
30,8,94
30,8,93
30,8,92
30,8,91
30,8,90
30,8,89
30,8,88
30,8,87
30,8,86
30,8,85
30,8,84
30,8,81
30,8,80
30,8,79
30,8,78
30,8,77
30,8,76
30,8,75
30,8,74
30,8,73
30,8,72
30,8,69
30,8,68
30,8,67
30,8,66
30,8,65
30,8,64
30,8,63
30,8,62
30,8,61
30,8,60
30,8,57
30,8,56
30,8,55
30,8,54
30,8,53
30,8,52
30,8,51
30,8,50
30,8,49
30,8,48
30,8,45
30,8,44
30,8,43
30,8,42
30,8,41
30,8,40
30,8,39
30,8,38
30,8,37
30,8,36
30,8,35
30,8,33
30,8,32
30,8,31
30,8,30
30,8,29
30,8,28
30,8,27
30,8,26
30,8,25
30,8,24
30,8,23
30,8,21
30,8,20
30,8,19
30,8,18
30,8,17
30,8,16
30,8,15
30,8,14
30,8,13
30,8,12
30,8,11
30,8,8
30,8,7
30,8,6
30,8,5
30,9,109
30,9,108
30,9,107
30,9,106
30,9,105
30,9,104
30,9,103
30,9,102
30,9,101
30,9,100
30,9,99
30,9,98
30,9,97
30,9,96
30,9,95
30,9,94
30,9,93
30,9,92
30,9,91
30,9,90
30,9,89
30,9,88
30,9,87
30,9,86
30,9,85
30,9,84
30,9,83
30,9,82
30,9,81
30,9,80
30,9,79
30,9,78
30,9,77
30,9,76
30,9,75
30,9,74
30,9,73
30,9,72
30,9,71
30,9,70
30,9,69
30,9,68
30,9,67
30,9,66
