X,Y,Z
40,45,60
40,45,59
40,45,58
40,45,57
40,45,56
40,45,55
40,45,54
40,45,53
40,45,52
40,45,51
40,45,50
40,45,49
40,45,48
40,45,47
40,45,46
40,45,45
40,45,44
40,45,43
40,45,42
40,45,41
40,45,40
40,45,39
40,45,38
40,45,37
40,45,36
40,45,35
40,45,34
40,45,33
40,45,32
40,45,31
40,45,30
40,45,29
40,45,28
40,45,27
40,45,26
40,45,25
40,45,24
40,45,23
40,45,22
40,45,21
40,45,20
40,45,19
40,45,18
40,45,17
40,45,16
40,45,15
40,45,14
40,45,13
40,45,12
40,45,11
40,45,10
40,45,9
40,45,8
40,45,7
40,45,6
40,45,5
40,45,4
40,45,3
40,46,124
40,46,123
40,46,122
40,46,121
40,46,120
40,46,119
40,46,118
40,46,117
40,46,116
40,46,115
40,46,114
40,46,113
40,46,112
40,46,111
40,46,110
40,46,109
40,46,108
40,46,107
40,46,106
40,46,105
40,46,104
40,46,103
40,46,102
40,46,101
40,46,100
40,46,99
40,46,98
40,46,97
40,46,96
40,46,95
40,46,94
40,46,93
40,46,92
40,46,91
40,46,90
40,46,89
40,46,88
40,46,87
40,46,86
40,46,85
40,46,84
40,46,83
40,46,82
40,46,81
40,46,80
40,46,79
40,46,78
40,46,77
40,46,76
40,46,75
40,46,74
40,46,73
40,46,72
40,46,71
40,46,70
40,46,69
40,46,68
40,46,67
40,46,66
40,46,65
40,46,64
40,46,63
40,46,62
40,46,61
40,46,60
40,46,59
40,46,58
40,46,57
40,46,56
40,46,55
40,46,54
40,46,53
40,46,52
40,46,51
40,46,50
40,46,49
40,46,48
40,46,47
40,46,46
40,46,45
40,46,44
40,46,43
40,46,42
40,46,41
40,46,40
40,46,39
40,46,38
40,46,37
40,46,36
40,46,35
40,46,34
40,46,33
40,46,32
40,46,31
40,46,30
40,46,29
40,46,28
40,46,27
40,46,26
40,46,25
40,46,24
40,46,23
40,46,22
40,46,21
40,46,20
40,46,19
40,46,18
40,46,17
40,46,16
40,46,15
40,46,14
40,46,13
40,46,12
40,46,11
40,46,10
40,46,9
40,46,8
40,46,7
40,46,6
40,46,5
40,46,4
40,46,3
40,47,124
40,47,123
40,47,122
40,47,121
40,47,120
40,47,119
40,47,118
40,47,117
40,47,116
40,47,115
40,47,114
40,47,113
40,47,112
40,47,111
40,47,110
40,47,109
40,47,108
40,47,107
40,47,106
40,47,105
40,47,104
40,47,103
40,47,102
40,47,101
40,47,100
40,47,99
40,47,98
40,47,97
40,47,96
40,47,95
40,47,94
40,47,93
40,47,92
40,47,91
40,47,90
40,47,89
40,47,88
40,47,87
40,47,86
40,47,85
40,47,84
40,47,83
40,47,82
40,47,81
40,47,80
40,47,79
40,47,78
40,47,77
40,47,76
40,47,75
40,47,74
40,47,73
40,47,72
40,47,71
40,47,70
40,47,69
40,47,68
40,47,67
40,47,66
40,47,65
40,47,64
40,47,63
40,47,62
40,47,61
40,47,60
40,47,59
40,47,58
40,47,57
40,47,56
40,47,55
40,47,54
40,47,53
40,47,52
40,47,51
40,47,50
40,47,49
40,47,48
40,47,47
40,47,46
40,47,45
40,47,44
40,47,43
40,47,42
40,47,41
40,47,40
40,47,39
40,47,38
40,47,37
40,47,36
40,47,35
40,47,34
40,47,33
40,47,32
40,47,31
40,47,30
40,47,29
40,47,28
40,47,27
40,47,26
40,47,25
40,47,24
40,47,23
40,47,22
40,47,21
40,47,20
40,47,19
40,47,18
40,47,17
40,47,16
40,47,15
40,47,14
40,47,13
40,47,12
40,47,11
40,47,10
40,47,9
40,47,8
40,47,7
40,47,6
40,47,5
40,47,4
40,47,3
40,48,124
40,48,123
40,48,122
40,48,121
40,48,120
40,48,119
40,48,118
40,48,117
40,48,116
40,48,115
40,48,114
40,48,113
40,48,112
40,48,111
40,48,110
40,48,109
40,48,108
40,48,107
40,48,106
40,48,105
40,48,104
40,48,103
40,48,102
40,48,101
40,48,100
40,48,99
40,48,98
40,48,97
40,48,96
40,48,95
40,48,94
40,48,93
40,48,92
40,48,91
40,48,90
40,48,89
40,48,88
40,48,87
40,48,86
40,48,85
40,48,84
40,48,83
40,48,82
40,48,81
40,48,80
40,48,79
40,48,78
40,48,77
40,48,76
40,48,75
40,48,74
40,48,73
40,48,72
40,48,71
40,48,70
40,48,69
40,48,68
40,48,67
40,48,66
40,48,65
40,48,64
40,48,63
40,48,62
40,48,61
40,48,60
40,48,59
40,48,58
40,48,57
40,48,56
40,48,55
40,48,54
40,48,53
40,48,52
40,48,51
40,48,50
40,48,49
40,48,48
40,48,47
40,48,46
40,48,45
40,48,44
40,48,43
40,48,42
40,48,41
40,48,40
40,48,39
40,48,38
40,48,37
40,48,36
40,48,35
40,48,34
40,48,33
40,48,32
40,48,31
40,48,30
40,48,29
40,48,28
40,48,27
40,48,26
40,48,25
40,48,24
40,48,23
40,48,22
40,48,21
40,48,20
40,48,19
40,48,18
40,48,17
40,48,16
40,48,15
40,48,14
40,48,13
40,48,12
40,48,11
40,48,10
40,48,9
40,48,8
40,48,7
40,48,6
40,48,5
40,48,4
40,48,3
40,49,124
40,49,123
40,49,122
40,49,121
40,49,120
40,49,119
40,49,118
40,49,117
40,49,116
40,49,115
40,49,114
40,49,113
40,49,112
40,49,111
40,49,110
40,49,109
40,49,108
40,49,107
40,49,106
40,49,105
40,49,104
40,49,103
40,49,102
40,49,101
40,49,100
40,49,99
40,49,98
40,49,97
40,49,96
40,49,95
40,49,94
40,49,93
40,49,92
40,49,91
40,49,90
40,49,89
40,49,88
40,49,87
40,49,86
40,49,85
40,49,84
40,49,83
40,49,82
40,49,81
40,49,80
40,49,79
40,49,78
40,49,77
40,49,76
40,49,75
40,49,74
40,49,73
40,49,72
40,49,71
40,49,70
40,49,69
40,49,68
40,49,67
40,49,66
40,49,65
40,49,64
40,49,63
40,49,62
40,49,61
40,49,60
40,49,59
40,49,58
40,49,57
40,49,56
40,49,55
40,49,54
40,49,53
40,49,52
40,49,51
40,49,50
40,49,49
40,49,48
40,49,47
40,49,46
40,49,45
40,49,44
40,49,43
40,49,42
40,49,41
40,49,40
40,49,39
40,49,38
40,49,37
40,49,36
40,49,35
40,49,34
40,49,33
40,49,32
40,49,31
40,49,30
40,49,29
40,49,28
40,49,27
40,49,26
40,49,25
40,49,24
40,49,23
40,49,22
40,49,21
40,49,20
40,49,19
40,49,18
40,49,17
40,49,16
40,49,15
40,49,14
40,49,13
40,49,12
40,49,11
40,49,10
40,49,9
40,49,8
40,49,7
40,49,6
40,49,5
40,49,4
40,49,3
40,50,124
40,50,123
40,50,122
40,50,121
40,50,120
40,50,119
40,50,118
40,50,117
40,50,116
40,50,115
40,50,114
40,50,113
40,50,112
40,50,111
40,50,110
40,50,109
40,50,108
40,50,107
40,50,106
40,50,105
40,50,104
40,50,103
40,50,102
40,50,101
40,50,100
40,50,99
40,50,98
40,50,97
40,50,96
40,50,95
40,50,94
40,50,93
40,50,92
40,50,91
40,50,90
40,50,89
40,50,88
40,50,87
40,50,86
40,50,85
40,50,84
40,50,83
40,50,82
40,50,81
40,50,80
40,50,79
40,50,78
40,50,77
40,50,76
40,50,75
40,50,74
40,50,73
40,50,72
40,50,71
40,50,70
40,50,69
40,50,68
40,50,67
40,50,66
40,50,65
40,50,64
40,50,63
40,50,62
40,50,61
40,50,60
40,50,59
40,50,58
40,50,57
40,50,56
40,50,55
40,50,54
40,50,53
40,50,52
40,50,51
40,50,50
40,50,49
40,50,48
40,50,47
40,50,46
40,50,45
40,50,44
40,50,43
40,50,42
40,50,41
40,50,40
40,50,39
40,50,38
40,50,37
40,50,36
40,50,35
40,50,34
40,50,33
40,50,32
40,50,31
40,50,30
40,50,29
40,50,28
40,50,27
40,50,26
40,50,25
40,50,24
40,50,23
40,50,22
40,50,21
40,50,20
40,50,19
40,50,18
40,50,17
40,50,16
40,50,15
40,50,14
40,50,13
40,50,12
40,50,11
40,50,10
40,50,9
40,50,8
40,50,7
40,50,6
40,50,5
40,50,4
40,50,3
40,51,124
40,51,123
40,51,122
40,51,121
40,51,120
40,51,119
40,51,118
40,51,117
40,51,116
40,51,115
40,51,114
40,51,113
40,51,112
40,51,111
40,51,110
40,51,109
40,51,108
40,51,107
40,51,106
40,51,105
40,51,104
40,51,103
40,51,102
40,51,101
40,51,100
40,51,99
40,51,98
40,51,97
40,51,96
40,51,95
40,51,94
40,51,93
40,51,92
40,51,91
40,51,90
40,51,89
40,51,88
40,51,87
40,51,86
40,51,85
40,51,84
40,51,83
40,51,82
40,51,81
40,51,80
40,51,79
40,51,78
40,51,77
40,51,76
40,51,75
40,51,74
40,51,73
40,51,72
40,51,71
40,51,70
40,51,69
40,51,68
40,51,67
40,51,66
40,51,65
40,51,64
40,51,63
40,51,62
40,51,61
40,51,60
40,51,59
40,51,58
40,51,57
40,51,56
40,51,55
40,51,54
40,51,53
40,51,52
40,51,51
40,51,50
40,51,49
40,51,48
40,51,47
40,51,46
40,51,45
40,51,44
40,51,43
40,51,42
40,51,41
40,51,40
40,51,39
40,51,38
40,51,37
40,51,36
40,51,35
40,51,34
40,51,33
40,51,32
40,51,31
40,51,30
40,51,29
40,51,28
40,51,27
40,51,26
40,51,25
40,51,24
40,51,23
40,51,22
40,51,21
40,51,20
40,51,19
40,51,18
40,51,17
40,51,16
40,51,15
40,51,14
40,51,13
40,51,12
40,51,11
40,51,10
40,51,9
40,51,8
40,51,7
40,51,6
40,51,5
40,51,4
40,51,3
40,52,124
40,52,123
40,52,122
40,52,121
40,52,120
40,52,119
40,52,118
40,52,117
40,52,116
40,52,115
40,52,114
40,52,113
40,52,112
40,52,111
40,52,110
40,52,109
40,52,108
40,52,107
40,52,106
40,52,105
40,52,104
40,52,103
40,52,102
40,52,101
40,52,100
40,52,99
40,52,98
40,52,97
40,52,96
40,52,95
40,52,94
40,52,93
40,52,92
40,52,91
40,52,90
40,52,89
40,52,88
40,52,87
40,52,86
40,52,85
40,52,84
40,52,83
40,52,82
40,52,81
40,52,80
40,52,79
40,52,78
40,52,77
40,52,76
40,52,75
40,52,74
40,52,73
40,52,72
40,52,71
40,52,70
40,52,69
40,52,68
40,52,67
40,52,66
40,52,65
40,52,64
40,52,63
40,52,62
40,52,61
40,52,60
40,52,59
40,52,58
40,52,57
40,52,56
40,52,55
40,52,54
40,52,53
40,52,52
40,52,51
40,52,50
40,52,49
40,52,48
40,52,47
40,52,46
40,52,45
40,52,44
40,52,43
40,52,42
40,52,41
40,52,40
40,52,39
40,52,38
40,52,37
40,52,36
40,52,35
40,52,34
40,52,33
40,52,32
40,52,31
40,52,30
40,52,29
40,52,28
40,52,27
40,52,26
40,52,25
40,52,24
40,52,23
40,52,22
40,52,21
40,52,20
40,52,19
40,52,18
40,52,17
40,52,16
40,52,15
40,52,14
40,52,13
40,52,12
40,52,11
40,52,10
40,52,9
40,52,8
40,52,7
40,52,6
40,52,5
40,52,4
40,53,124
40,53,123
40,53,122
40,53,121
40,53,120
40,53,119
40,53,118
40,53,117
40,53,116
40,53,115
40,53,114
40,53,113
40,53,112
40,53,111
40,53,110
40,53,109
40,53,108
40,53,107
40,53,106
40,53,105
40,53,104
40,53,103
40,53,102
40,53,101
40,53,100
40,53,99
40,53,98
40,53,97
40,53,96
40,53,95
40,53,94
40,53,93
40,53,92
40,53,91
40,53,90
40,53,89
40,53,88
40,53,87
40,53,86
40,53,85
40,53,84
40,53,83
40,53,82
40,53,81
40,53,80
40,53,79
40,53,78
40,53,77
40,53,76
40,53,75
40,53,74
40,53,73
40,53,72
40,53,71
40,53,70
40,53,69
40,53,68
40,53,67
40,53,66
40,53,65
40,53,64
40,53,63
40,53,62
40,53,61
40,53,60
40,53,59
40,53,58
40,53,57
40,53,56
40,53,55
40,53,54
40,53,53
40,53,52
40,53,51
40,53,50
40,53,49
40,53,48
40,53,47
40,53,46
40,53,45
40,53,44
40,53,43
40,53,42
40,53,41
40,53,40
40,53,39
40,53,38
40,53,37
40,53,36
40,53,35
40,53,34
40,53,33
40,53,32
40,53,31
40,53,30
40,53,29
40,53,28
40,53,27
40,53,26
40,53,25
40,53,24
40,53,23
40,53,22
40,53,21
40,53,20
40,53,19
40,53,18
40,53,17
40,53,16
40,53,15
40,53,14
40,53,13
40,53,12
40,53,11
40,53,10
40,53,9
40,53,8
40,53,7
40,53,6
40,53,5
40,54,123
40,54,122
40,54,121
40,54,120
40,54,119
40,54,118
40,54,117
40,54,116
40,54,115
40,54,114
40,54,111
40,54,110
40,54,109
40,54,108
40,54,107
40,54,106
40,54,105
40,54,104
40,54,103
40,54,102
40,54,99
40,54,98
40,54,97
40,54,96
40,54,95
40,54,94
40,54,93
40,54,92
40,54,91
40,54,90
40,54,86
40,54,85
40,54,84
40,54,83
40,54,82
40,54,81
40,54,80
40,54,79
40,54,78
40,54,74
40,54,73
40,54,72
40,54,71
40,54,70
40,54,69
40,54,68
40,54,67
40,54,66
40,54,62
40,54,61
40,54,60
40,54,59
40,54,58
40,54,57
40,54,56
40,54,55
40,54,54
40,54,50
40,54,49
40,54,48
40,54,47
40,54,46
40,54,45
40,54,44
40,54,43
40,54,42
40,54,41
40,54,38
40,54,37
40,54,36
40,54,35
40,54,34
40,54,33
40,54,32
40,54,31
40,54,30
40,54,29
40,54,26
40,54,25
40,54,24
40,54,23
40,54,22
40,54,21
40,54,20
40,54,19
40,54,18
40,54,17
40,54,14
40,54,13
40,54,12
40,54,11
40,54,10
40,54,9
40,54,8
40,54,7
40,54,6
40,54,5
40,55,122
40,55,121
40,55,120
40,55,119
40,55,118
40,55,117
40,55,116
40,55,115
40,55,110
40,55,109
40,55,108
40,55,107
40,55,106
40,55,105
40,55,104
40,55,103
40,55,98
40,55,97
40,55,96
40,55,95
40,55,94
40,55,93
40,55,92
40,55,91
40,55,86
40,55,85
40,55,84
40,55,83
40,55,82
40,55,81
40,55,80
40,55,79
40,55,78
40,55,74
40,55,73
40,55,72
40,55,71
40,55,70
40,55,69
40,55,68
40,55,67
40,55,66
40,55,62
40,55,61
40,55,60
40,55,59
40,55,58
40,55,57
40,55,56
40,55,55
40,55,54
40,55,49
40,55,48
40,55,47
40,55,46
40,55,45
40,55,44
40,55,43
40,55,42
40,55,37
40,55,36
40,55,35
40,55,34
40,55,33
40,55,32
40,55,31
40,55,30
40,55,25
40,55,24
40,55,23
40,55,22
40,55,21
40,55,20
40,55,19
40,55,18
40,55,13
40,55,12
40,55,11
40,55,10
40,55,9
40,55,8
40,55,7
40,55,6
40,56,122
40,56,121
40,56,120
40,56,119
40,56,118
40,56,117
40,56,116
40,56,110
40,56,109
40,56,108
40,56,107
40,56,106
40,56,105
40,56,104
40,56,103
40,56,98
40,56,97
40,56,96
40,56,95
40,56,94
40,56,93
40,56,92
40,56,91
40,56,85
40,56,84
40,56,83
40,56,82
40,56,81
40,56,80
40,56,79
40,56,73
40,56,72
40,56,71
40,56,70
40,56,69
40,56,68
40,56,67
40,56,61
40,56,60
40,56,59
40,56,58
40,56,57
40,56,56
40,56,55
40,56,49
40,56,48
40,56,47
40,56,46
40,56,45
40,56,44
40,56,43
40,56,37
40,56,36
40,56,35
40,56,34
40,56,33
40,56,32
40,56,31
40,56,30
40,56,25
40,56,24
40,56,23
40,56,22
40,56,21
40,56,20
40,56,19
40,56,18
40,56,12
40,56,11
40,56,10
40,56,9
40,56,8
40,56,7
40,57,121
40,57,120
40,57,119
40,57,118
40,57,117
40,57,116
40,57,109
40,57,108
40,57,107
40,57,106
40,57,105
40,57,104
40,57,97
40,57,96
40,57,95
40,57,94
40,57,93
40,57,92
40,57,85
40,57,84
40,57,83
40,57,82
40,57,81
40,57,80
40,57,73
40,57,72
40,57,71
40,57,70
40,57,69
40,57,68
40,57,67
40,57,61
40,57,60
40,57,59
40,57,58
40,57,57
40,57,56
40,57,55
40,57,48
40,57,47
40,57,46
40,57,45
40,57,44
40,57,43
40,57,36
40,57,35
40,57,34
40,57,33
40,57,32
40,57,31
40,57,24
40,57,23
40,57,22
40,57,21
40,57,20
40,57,19
40,57,12
40,57,11
40,57,10
40,57,9
40,57,8
40,58,121
40,58,120
40,58,119
40,58,118
40,58,117
40,58,109
40,58,108
40,58,107
40,58,106
40,58,105
40,58,97
40,58,96
40,58,95
40,58,94
40,58,93
40,58,92
40,58,84
40,58,83
40,58,82
40,58,81
40,58,80
40,58,72
40,58,71
40,58,70
40,58,69
40,58,68
40,58,60
40,58,59
40,58,58
40,58,57
40,58,56
40,58,48
40,58,47
40,58,46
40,58,45
40,58,44
40,58,36
40,58,35
40,58,34
40,58,33
40,58,32
40,58,24
40,58,23
40,58,22
40,58,21
40,58,20
40,58,19
40,58,11
40,58,10
40,58,9
40,59,120
40,59,119
40,59,118
40,59,117
40,59,108
40,59,107
40,59,106
40,59,105
40,59,96
40,59,95
40,59,94
40,59,93
40,59,84
40,59,83
40,59,82
40,59,81
40,59,72
40,59,71
40,59,70
40,59,69
40,59,60
40,59,59
40,59,58
40,59,57
40,59,56
40,59,47
40,59,46
40,59,45
40,59,44
40,59,35
40,59,34
40,59,33
40,59,32
40,59,23
40,59,22
40,59,21
40,59,20
40,59,11
40,59,10
40,60,120
40,60,119
40,60,118
40,60,108
40,60,107
40,60,106
40,60,95
40,60,94
40,60,83
40,60,82
40,60,81
40,60,71
40,60,70
40,60,69
40,60,59
40,60,58
40,60,57
40,60,47
40,60,46
40,60,45
40,60,35
40,60,34
40,60,33
40,60,22
40,60,21
40,61,119
40,61,107
40,61,106
40,61,95
40,61,94
40,61,83
40,61,82
40,61,70
40,61,58
40,61,46
40,61,34
40,61,22
40,61,21
39,2,102
39,2,101
39,2,90
39,2,89
39,2,78
39,2,77
39,2,66
39,2,65
39,2,53
39,2,41
39,2,29
39,2,28
39,2,17
39,2,16
39,3,114
39,3,113
39,3,103
39,3,102
39,3,101
39,3,91
39,3,90
39,3,89
39,3,88
39,3,78
39,3,77
39,3,76
39,3,66
39,3,65
39,3,64
39,3,54
39,3,53
39,3,52
39,3,42
39,3,41
39,3,40
39,3,30
39,3,29
39,3,28
39,3,18
39,3,17
39,3,16
39,3,15
39,4,115
39,4,114
39,4,113
39,4,103
39,4,102
39,4,101
39,4,100
39,4,91
39,4,90
39,4,89
39,4,88
39,4,79
39,4,78
39,4,77
39,4,76
39,4,67
39,4,66
39,4,65
39,4,64
39,4,55
39,4,54
39,4,53
39,4,52
39,4,51
39,4,43
39,4,42
39,4,41
39,4,40
39,4,39
39,4,30
39,4,29
39,4,28
39,4,27
39,4,18
39,4,17
39,4,16
39,4,15
39,5,124
39,5,116
39,5,115
39,5,114
39,5,113
39,5,112
39,5,104
39,5,103
39,5,102
39,5,101
39,5,100
39,5,99
39,5,92
39,5,91
39,5,90
39,5,89
39,5,88
39,5,87
39,5,80
39,5,79
39,5,78
39,5,77
39,5,76
39,5,75
39,5,67
39,5,66
39,5,65
39,5,64
39,5,63
39,5,55
39,5,54
39,5,53
39,5,52
39,5,51
39,5,43
39,5,42
39,5,41
39,5,40
39,5,39
39,5,31
39,5,30
39,5,29
39,5,28
39,5,27
39,5,26
39,5,19
39,5,18
39,5,17
39,5,16
39,5,15
39,5,14
39,6,124
39,6,116
39,6,115
39,6,114
39,6,113
39,6,112
39,6,105
39,6,104
39,6,103
39,6,102
39,6,101
39,6,100
39,6,99
39,6,92
39,6,91
39,6,90
39,6,89
39,6,88
39,6,87
39,6,80
39,6,79
39,6,78
39,6,77
39,6,76
39,6,75
39,6,68
39,6,67
39,6,66
39,6,65
39,6,64
39,6,63
39,6,62
39,6,56
39,6,55
39,6,54
39,6,53
39,6,52
39,6,51
39,6,50
39,6,44
39,6,43
39,6,42
39,6,41
39,6,40
39,6,39
39,6,38
39,6,32
39,6,31
39,6,30
39,6,29
39,6,28
39,6,27
39,6,26
39,6,19
39,6,18
39,6,17
39,6,16
39,6,15
39,6,14
39,7,124
39,7,123
39,7,117
39,7,116
39,7,115
39,7,114
39,7,113
39,7,112
39,7,111
39,7,105
39,7,104
39,7,103
39,7,102
39,7,101
39,7,100
39,7,99
39,7,98
39,7,93
39,7,92
39,7,91
39,7,90
39,7,89
39,7,88
39,7,87
39,7,86
39,7,81
39,7,80
39,7,79
39,7,78
39,7,77
39,7,76
39,7,75
39,7,74
39,7,69
39,7,68
39,7,67
39,7,66
39,7,65
39,7,64
39,7,63
39,7,62
39,7,56
39,7,55
39,7,54
39,7,53
39,7,52
39,7,51
39,7,50
39,7,44
39,7,43
39,7,42
39,7,41
39,7,40
39,7,39
39,7,38
39,7,32
39,7,31
39,7,30
39,7,29
39,7,28
39,7,27
39,7,26
39,7,25
39,7,20
39,7,19
39,7,18
39,7,17
39,7,16
39,7,15
39,7,14
39,7,13
39,7,8
39,7,7
39,8,124
39,8,123
39,8,117
39,8,116
39,8,115
39,8,114
39,8,113
39,8,112
39,8,111
39,8,106
39,8,105
39,8,104
39,8,103
39,8,102
39,8,101
39,8,100
39,8,99
39,8,98
39,8,94
39,8,93
39,8,92
39,8,91
39,8,90
39,8,89
39,8,88
39,8,87
39,8,86
39,8,81
39,8,80
39,8,79
39,8,78
39,8,77
39,8,76
39,8,75
39,8,74
39,8,69
39,8,68
39,8,67
39,8,66
39,8,65
39,8,64
39,8,63
39,8,62
39,8,61
39,8,57
39,8,56
39,8,55
39,8,54
39,8,53
39,8,52
39,8,51
39,8,50
39,8,49
39,8,45
39,8,44
39,8,43
39,8,42
39,8,41
39,8,40
39,8,39
39,8,38
39,8,37
39,8,33
39,8,32
39,8,31
39,8,30
39,8,29
39,8,28
39,8,27
39,8,26
39,8,25
39,8,21
39,8,20
39,8,19
39,8,18
39,8,17
39,8,16
39,8,15
39,8,14
39,8,13
39,8,8
39,8,7
39,8,6
39,9,124
39,9,123
39,9,122
39,9,118
39,9,117
39,9,116
39,9,115
39,9,114
39,9,113
39,9,112
39,9,111
39,9,110
39,9,106
39,9,105
39,9,104
39,9,103
39,9,102
39,9,101
39,9,100
39,9,99
39,9,98
39,9,97
39,9,94
39,9,93
39,9,92
39,9,91
39,9,90
39,9,89
39,9,88
39,9,87
39,9,86
39,9,85
39,9,82
39,9,81
39,9,80
39,9,79
39,9,78
39,9,77
39,9,76
39,9,75
39,9,74
39,9,73
39,9,70
39,9,69
39,9,68
39,9,67
39,9,66
39,9,65
39,9,64
39,9,63
39,9,62
39,9,61
39,9,58
39,9,57
39,9,56
39,9,55
39,9,54
39,9,53
39,9,52
39,9,51
39,9,50
39,9,49
39,9,45
39,9,44
39,9,43
39,9,42
39,9,41
39,9,40
39,9,39
39,9,38
39,9,37
39,9,33
39,9,32
39,9,31
39,9,30
39,9,29
39,9,28
39,9,27
39,9,26
39,9,25
39,9,24
39,9,21
39,9,20
39,9,19
39,9,18
39,9,17
39,9,16
39,9,15
39,9,14
39,9,13
39,9,12
39,9,9
39,9,8
39,9,7
39,9,6
39,9,5
39,10,124
39,10,123
39,10,122
39,10,121
39,10,119
39,10,118
39,10,117
39,10,116
39,10,115
39,10,114
39,10,113
39,10,112
39,10,111
39,10,110
39,10,109
39,10,108
39,10,107
39,10,106
39,10,105
39,10,104
39,10,103
39,10,102
39,10,101
39,10,100
39,10,99
39,10,98
39,10,97
39,10,96
39,10,95
39,10,94
39,10,93
39,10,92
39,10,91
39,10,90
39,10,89
39,10,88
39,10,87
39,10,86
39,10,85
39,10,84
39,10,83
39,10,82
39,10,81
39,10,80
39,10,79
39,10,78
39,10,77
39,10,76
39,10,75
39,10,74
39,10,73
39,10,72
39,10,71
39,10,70
39,10,69
39,10,68
39,10,67
39,10,66
39,10,65
39,10,64
39,10,63
39,10,62
39,10,61
39,10,60
39,10,59
39,10,58
39,10,57
39,10,56
39,10,55
39,10,54
39,10,53
39,10,52
39,10,51
39,10,50
39,10,49
39,10,48
39,10,47
39,10,46
39,10,45
39,10,44
39,10,43
39,10,42
39,10,41
39,10,40
39,10,39
39,10,38
39,10,37
39,10,36
39,10,35
39,10,34
39,10,33
39,10,32
39,10,31
39,10,30
39,10,29
39,10,28
39,10,27
39,10,26
39,10,25
39,10,24
39,10,23
39,10,22
39,10,21
39,10,20
39,10,19
39,10,18
39,10,17
39,10,16
39,10,15
39,10,14
39,10,13
39,10,12
39,10,11
39,10,10
39,10,9
39,10,8
39,10,7
39,10,6
39,10,5
39,10,4
39,11,124
39,11,123
39,11,122
39,11,121
39,11,120
39,11,119
39,11,118
39,11,117
39,11,116
39,11,115
39,11,114
39,11,113
39,11,112
39,11,111
39,11,110
39,11,109
39,11,108
39,11,107
39,11,106
39,11,105
39,11,104
39,11,103
39,11,102
39,11,101
39,11,100
39,11,99
39,11,98
39,11,97
39,11,96
39,11,95
39,11,94
39,11,93
39,11,92
39,11,91
39,11,90
39,11,89
39,11,88
39,11,87
39,11,86
39,11,85
39,11,84
39,11,83
39,11,82
39,11,81
39,11,80
39,11,79
39,11,78
39,11,77
39,11,76
39,11,75
39,11,74
39,11,73
39,11,72
39,11,71
39,11,70
39,11,69
39,11,68
39,11,67
39,11,66
39,11,65
39,11,64
39,11,63
39,11,62
39,11,61
39,11,60
39,11,59
39,11,58
39,11,57
39,11,56
39,11,55
39,11,54
39,11,53
39,11,52
39,11,51
39,11,50
39,11,49
39,11,48
39,11,47
39,11,46
39,11,45
39,11,44
39,11,43
39,11,42
39,11,41
39,11,40
39,11,39
39,11,38
39,11,37
39,11,36
39,11,35
39,11,34
39,11,33
39,11,32
39,11,31
39,11,30
39,11,29
39,11,28
39,11,27
39,11,26
39,11,25
39,11,24
39,11,23
39,11,22
39,11,21
39,11,20
39,11,19
39,11,18
39,11,17
39,11,16
39,11,15
39,11,14
39,11,13
39,11,12
39,11,11
39,11,10
39,11,9
39,11,8
39,11,7
39,11,6
39,11,5
39,11,4
39,11,3
39,12,124
39,12,123
39,12,122
39,12,121
39,12,120
39,12,119
39,12,118
39,12,117
39,12,116
39,12,115
39,12,114
39,12,113
39,12,112
39,12,111
39,12,110
39,12,109
39,12,108
39,12,107
39,12,106
39,12,105
39,12,104
39,12,103
39,12,102
39,12,101
39,12,100
39,12,99
39,12,98
39,12,97
39,12,96
39,12,95
39,12,94
39,12,93
39,12,92
39,12,91
39,12,90
39,12,89
39,12,88
39,12,87
39,12,86
39,12,85
39,12,84
39,12,83
39,12,82
39,12,81
39,12,80
39,12,79
39,12,78
39,12,77
39,12,76
39,12,75
39,12,74
39,12,73
39,12,72
39,12,71
39,12,70
39,12,69
39,12,68
39,12,67
39,12,66
39,12,65
39,12,64
39,12,63
39,12,62
39,12,61
39,12,60
39,12,59
39,12,58
39,12,57
39,12,56
39,12,55
39,12,54
39,12,53
39,12,52
39,12,51
39,12,50
39,12,49
39,12,48
39,12,47
39,12,46
39,12,45
39,12,44
39,12,43
39,12,42
39,12,41
39,12,40
39,12,39
39,12,38
39,12,37
39,12,36
39,12,35
39,12,34
39,12,33
39,12,32
39,12,31
39,12,30
39,12,29
39,12,28
39,12,27
39,12,26
39,12,25
39,12,24
39,12,23
39,12,22
39,12,21
39,12,20
39,12,19
39,12,18
39,12,17
39,12,16
39,12,15
39,12,14
39,12,13
39,12,12
39,12,11
39,12,10
39,12,9
39,12,8
39,12,7
39,12,6
39,12,5
39,12,4
39,12,3
39,13,124
39,13,123
39,13,122
39,13,121
39,13,120
39,13,119
39,13,118
39,13,117
39,13,116
39,13,115
39,13,114
39,13,113
39,13,112
39,13,111
39,13,110
39,13,109
39,13,108
39,13,107
39,13,106
39,13,105
39,13,104
39,13,103
39,13,102
39,13,101
39,13,100
39,13,99
39,13,98
39,13,97
39,13,96
39,13,95
39,13,94
39,13,93
39,13,92
39,13,91
39,13,90
39,13,89
39,13,88
39,13,87
39,13,86
39,13,85
39,13,84
39,13,83
39,13,82
39,13,81
39,13,80
39,13,79
39,13,78
39,13,77
39,13,76
39,13,75
39,13,74
39,13,73
39,13,72
39,13,71
39,13,70
